time (s), 25.000000,time (s), 100.000000
1.720000000000000000e+02,1.156664204784440919e+01,1.720000000000000000e+02,2.708164204784441154e+01
1.730000000000000000e+02,1.136664204784440990e+01,1.730000000000000000e+02,2.698164204784441011e+01
1.740000000000000000e+02,1.126664204784441026e+01,1.740000000000000000e+02,2.668164204784441296e+01
1.750000000000000000e+02,1.116664204784441061e+01,1.750000000000000000e+02,2.648164204784441011e+01
1.760000000000000000e+02,1.126664204784441026e+01,1.760000000000000000e+02,2.638164204784441225e+01
1.770000000000000000e+02,1.116664204784441061e+01,1.770000000000000000e+02,2.618164204784441296e+01
1.780000000000000000e+02,1.116664204784441061e+01,1.780000000000000000e+02,2.608164204784441154e+01
1.790000000000000000e+02,1.106664204784440919e+01,1.790000000000000000e+02,2.588164204784441225e+01
1.800000000000000000e+02,1.086664204784440990e+01,1.800000000000000000e+02,2.588164204784441225e+01
1.810000000000000000e+02,1.086664204784440990e+01,1.810000000000000000e+02,2.578164204784441083e+01
1.820000000000000000e+02,1.086664204784440990e+01,1.820000000000000000e+02,2.568164204784441296e+01
1.830000000000000000e+02,1.076664204784441026e+01,1.830000000000000000e+02,2.548164204784441011e+01
1.840000000000000000e+02,1.076664204784441026e+01,1.840000000000000000e+02,2.538164204784441225e+01
1.850000000000000000e+02,1.066664204784441061e+01,1.850000000000000000e+02,2.518164204784441296e+01
1.860000000000000000e+02,1.066664204784441061e+01,1.860000000000000000e+02,2.498164204784441011e+01
1.870000000000000000e+02,1.046664204784440955e+01,1.870000000000000000e+02,2.478164204784441083e+01
1.880000000000000000e+02,1.056664204784440919e+01,1.880000000000000000e+02,2.458164204784441154e+01
1.890000000000000000e+02,1.056664204784440919e+01,1.890000000000000000e+02,2.448164204784441011e+01
1.900000000000000000e+02,1.066664204784441061e+01,1.900000000000000000e+02,2.458164204784441154e+01
1.910000000000000000e+02,1.056664204784440919e+01,1.910000000000000000e+02,2.448164204784441011e+01
1.920000000000000000e+02,1.046664204784440955e+01,1.920000000000000000e+02,2.438164204784441225e+01
1.930000000000000000e+02,1.056664204784440919e+01,1.930000000000000000e+02,2.428164204784441083e+01
1.940000000000000000e+02,1.036664204784440990e+01,1.940000000000000000e+02,2.408164204784441154e+01
1.950000000000000000e+02,1.036664204784440990e+01,1.950000000000000000e+02,2.418164204784441296e+01
1.960000000000000000e+02,1.036664204784440990e+01,1.960000000000000000e+02,2.398164204784441011e+01
1.970000000000000000e+02,1.026664204784441026e+01,1.970000000000000000e+02,2.398164204784441011e+01
1.980000000000000000e+02,1.016664204784441061e+01,1.980000000000000000e+02,2.378164204784441083e+01
1.990000000000000000e+02,1.026664204784441026e+01,1.990000000000000000e+02,2.368164204784441296e+01
2.000000000000000000e+02,1.026664204784441026e+01,2.000000000000000000e+02,2.368164204784441296e+01
2.010000000000000000e+02,1.026664204784441026e+01,2.010000000000000000e+02,2.358164204784441154e+01
2.020000000000000000e+02,1.016664204784441061e+01,2.020000000000000000e+02,2.348164204784441011e+01
2.030000000000000000e+02,1.016664204784441061e+01,2.030000000000000000e+02,2.328164204784441083e+01
2.040000000000000000e+02,1.006664204784440919e+01,2.040000000000000000e+02,2.318164204784441296e+01
2.050000000000000000e+02,1.006664204784440919e+01,2.050000000000000000e+02,2.318164204784441296e+01
2.060000000000000000e+02,1.006664204784440919e+01,2.060000000000000000e+02,2.298164204784441011e+01
2.070000000000000000e+02,9.966642047844409547e+00,2.070000000000000000e+02,2.308164204784441154e+01
2.080000000000000000e+02,9.966642047844409547e+00,2.080000000000000000e+02,2.298164204784441011e+01
2.090000000000000000e+02,9.866642047844409902e+00,2.090000000000000000e+02,2.268164204784441296e+01
2.100000000000000000e+02,9.766642047844410257e+00,2.100000000000000000e+02,2.258164204784441154e+01
2.110000000000000000e+02,9.766642047844410257e+00,2.110000000000000000e+02,2.248164204784441011e+01
2.120000000000000000e+02,9.666642047844410612e+00,2.120000000000000000e+02,2.238164204784441225e+01
2.130000000000000000e+02,9.766642047844410257e+00,2.130000000000000000e+02,2.238164204784441225e+01
2.140000000000000000e+02,9.666642047844410612e+00,2.140000000000000000e+02,2.228164204784441083e+01
2.150000000000000000e+02,9.666642047844410612e+00,2.150000000000000000e+02,2.198164204784441011e+01
2.160000000000000000e+02,9.666642047844410612e+00,2.160000000000000000e+02,2.208164204784441154e+01
2.170000000000000000e+02,9.566642047844409191e+00,2.170000000000000000e+02,2.208164204784441154e+01
2.180000000000000000e+02,9.366642047844409902e+00,2.180000000000000000e+02,2.188164204784441225e+01
2.190000000000000000e+02,9.366642047844409902e+00,2.190000000000000000e+02,2.188164204784441225e+01
2.200000000000000000e+02,9.366642047844409902e+00,2.200000000000000000e+02,2.178164204784441083e+01
2.210000000000000000e+02,9.266642047844410257e+00,2.210000000000000000e+02,2.168164204784441296e+01
2.220000000000000000e+02,9.266642047844410257e+00,2.220000000000000000e+02,2.148164204784441011e+01
2.230000000000000000e+02,9.366642047844409902e+00,2.230000000000000000e+02,2.158164204784441154e+01
2.240000000000000000e+02,9.166642047844410612e+00,2.240000000000000000e+02,2.138164204784441225e+01
2.250000000000000000e+02,9.266642047844410257e+00,2.250000000000000000e+02,2.128164204784441083e+01
2.260000000000000000e+02,9.166642047844410612e+00,2.260000000000000000e+02,2.118164204784441296e+01
2.270000000000000000e+02,9.066642047844409191e+00,2.270000000000000000e+02,2.118164204784441296e+01
2.280000000000000000e+02,9.166642047844410612e+00,2.280000000000000000e+02,2.098164204784441011e+01
2.290000000000000000e+02,9.066642047844409191e+00,2.290000000000000000e+02,2.098164204784441011e+01
2.300000000000000000e+02,9.066642047844409191e+00,2.300000000000000000e+02,2.078164204784441083e+01
2.310000000000000000e+02,8.966642047844409547e+00,2.310000000000000000e+02,2.078164204784441083e+01
2.320000000000000000e+02,8.866642047844409902e+00,2.320000000000000000e+02,2.068164204784441296e+01
2.330000000000000000e+02,8.966642047844409547e+00,2.330000000000000000e+02,2.078164204784441083e+01
2.340000000000000000e+02,8.866642047844409902e+00,2.340000000000000000e+02,2.058164204784441154e+01
2.350000000000000000e+02,8.766642047844410257e+00,2.350000000000000000e+02,2.058164204784441154e+01
2.360000000000000000e+02,8.766642047844410257e+00,2.360000000000000000e+02,2.058164204784441154e+01
2.370000000000000000e+02,8.866642047844409902e+00,2.370000000000000000e+02,2.038164204784441225e+01
2.380000000000000000e+02,8.766642047844410257e+00,2.380000000000000000e+02,2.038164204784441225e+01
2.390000000000000000e+02,8.766642047844410257e+00,2.390000000000000000e+02,2.028164204784441083e+01
2.400000000000000000e+02,8.666642047844410612e+00,2.400000000000000000e+02,2.018164204784441296e+01
2.410000000000000000e+02,8.666642047844410612e+00,2.410000000000000000e+02,2.018164204784441296e+01
2.420000000000000000e+02,8.666642047844410612e+00,2.420000000000000000e+02,2.008164204784441154e+01
2.430000000000000000e+02,8.566642047844409191e+00,2.430000000000000000e+02,1.988164204784441225e+01
2.440000000000000000e+02,8.566642047844409191e+00,2.440000000000000000e+02,1.998164204784441011e+01
2.450000000000000000e+02,8.566642047844409191e+00,2.450000000000000000e+02,1.998164204784441011e+01
2.460000000000000000e+02,8.566642047844409191e+00,2.460000000000000000e+02,1.978164204784441083e+01
2.470000000000000000e+02,8.466642047844409547e+00,2.470000000000000000e+02,1.968164204784441296e+01
2.480000000000000000e+02,8.366642047844409902e+00,2.480000000000000000e+02,1.958164204784441154e+01
2.490000000000000000e+02,8.366642047844409902e+00,2.490000000000000000e+02,1.958164204784441154e+01
2.500000000000000000e+02,8.366642047844409902e+00,2.500000000000000000e+02,1.958164204784441154e+01
2.510000000000000000e+02,8.366642047844409902e+00,2.510000000000000000e+02,1.938164204784441225e+01
2.520000000000000000e+02,8.166642047844410612e+00,2.520000000000000000e+02,1.928164204784441083e+01
2.530000000000000000e+02,8.366642047844409902e+00,2.530000000000000000e+02,1.928164204784441083e+01
2.540000000000000000e+02,8.266642047844410257e+00,2.540000000000000000e+02,1.928164204784441083e+01
2.550000000000000000e+02,8.266642047844410257e+00,2.550000000000000000e+02,1.918164204784441296e+01
2.560000000000000000e+02,8.166642047844410612e+00,2.560000000000000000e+02,1.928164204784441083e+01
2.570000000000000000e+02,8.166642047844410612e+00,2.570000000000000000e+02,1.908164204784441154e+01
2.580000000000000000e+02,8.166642047844410612e+00,2.580000000000000000e+02,1.908164204784441154e+01
2.590000000000000000e+02,8.266642047844410257e+00,2.590000000000000000e+02,1.888164204784441225e+01
2.600000000000000000e+02,8.166642047844410612e+00,2.600000000000000000e+02,1.888164204784441225e+01
2.610000000000000000e+02,8.166642047844410612e+00,2.610000000000000000e+02,1.878164204784441083e+01
2.620000000000000000e+02,8.166642047844410612e+00,2.620000000000000000e+02,1.868164204784441296e+01
2.630000000000000000e+02,8.066642047844409191e+00,2.630000000000000000e+02,1.858164204784441154e+01
2.640000000000000000e+02,8.066642047844409191e+00,2.640000000000000000e+02,1.848164204784441011e+01
2.650000000000000000e+02,8.066642047844409191e+00,2.650000000000000000e+02,1.858164204784441154e+01
2.660000000000000000e+02,7.966642047844409547e+00,2.660000000000000000e+02,1.838164204784441225e+01
2.670000000000000000e+02,7.966642047844409547e+00,2.670000000000000000e+02,1.828164204784441083e+01
2.680000000000000000e+02,7.966642047844409547e+00,2.680000000000000000e+02,1.838164204784441225e+01
2.690000000000000000e+02,7.966642047844409547e+00,2.690000000000000000e+02,1.838164204784441225e+01
2.700000000000000000e+02,7.966642047844409547e+00,2.700000000000000000e+02,1.838164204784441225e+01
2.710000000000000000e+02,7.966642047844409547e+00,2.710000000000000000e+02,1.828164204784441083e+01
2.720000000000000000e+02,7.866642047844409902e+00,2.720000000000000000e+02,1.818164204784441296e+01
2.730000000000000000e+02,7.866642047844409902e+00,2.730000000000000000e+02,1.808164204784441154e+01
2.740000000000000000e+02,7.866642047844409902e+00,2.740000000000000000e+02,1.808164204784441154e+01
2.750000000000000000e+02,7.966642047844409547e+00,2.750000000000000000e+02,1.798164204784441011e+01
2.760000000000000000e+02,7.766642047844410257e+00,2.760000000000000000e+02,1.798164204784441011e+01
2.770000000000000000e+02,7.766642047844410257e+00,2.770000000000000000e+02,1.798164204784441011e+01
2.780000000000000000e+02,7.666642047844410612e+00,2.780000000000000000e+02,1.778164204784441083e+01
2.790000000000000000e+02,7.666642047844410612e+00,2.790000000000000000e+02,1.788164204784441225e+01
2.800000000000000000e+02,7.666642047844410612e+00,2.800000000000000000e+02,1.778164204784441083e+01
2.810000000000000000e+02,7.566642047844409191e+00,2.810000000000000000e+02,1.778164204784441083e+01
2.820000000000000000e+02,7.566642047844409191e+00,2.820000000000000000e+02,1.758164204784441154e+01
2.830000000000000000e+02,7.666642047844410612e+00,2.830000000000000000e+02,1.748164204784441011e+01
2.840000000000000000e+02,7.566642047844409191e+00,2.840000000000000000e+02,1.748164204784441011e+01
2.850000000000000000e+02,7.466642047844409547e+00,2.850000000000000000e+02,1.738164204784441225e+01
2.860000000000000000e+02,7.666642047844410612e+00,2.860000000000000000e+02,1.728164204784441083e+01
2.870000000000000000e+02,7.466642047844409547e+00,2.870000000000000000e+02,1.728164204784441083e+01
2.880000000000000000e+02,7.566642047844409191e+00,2.880000000000000000e+02,1.728164204784441083e+01
2.890000000000000000e+02,7.366642047844409902e+00,2.890000000000000000e+02,1.718164204784441296e+01
2.900000000000000000e+02,7.566642047844409191e+00,2.900000000000000000e+02,1.708164204784441154e+01
2.910000000000000000e+02,7.366642047844409902e+00,2.910000000000000000e+02,1.708164204784441154e+01
2.920000000000000000e+02,7.366642047844409902e+00,2.920000000000000000e+02,1.708164204784441154e+01
2.930000000000000000e+02,7.366642047844409902e+00,2.930000000000000000e+02,1.708164204784441154e+01
2.940000000000000000e+02,7.366642047844409902e+00,2.940000000000000000e+02,1.688164204784441225e+01
2.950000000000000000e+02,7.366642047844409902e+00,2.950000000000000000e+02,1.698164204784441011e+01
2.960000000000000000e+02,7.266642047844410257e+00,2.960000000000000000e+02,1.678164204784441083e+01
2.970000000000000000e+02,7.366642047844409902e+00,2.970000000000000000e+02,1.688164204784441225e+01
2.980000000000000000e+02,7.366642047844409902e+00,2.980000000000000000e+02,1.668164204784441296e+01
2.990000000000000000e+02,7.566642047844409191e+00,2.990000000000000000e+02,1.668164204784441296e+01
3.000000000000000000e+02,7.366642047844409902e+00,3.000000000000000000e+02,1.668164204784441296e+01
3.010000000000000000e+02,7.466642047844409547e+00,3.010000000000000000e+02,1.658164204784441154e+01
3.020000000000000000e+02,7.366642047844409902e+00,3.020000000000000000e+02,1.658164204784441154e+01
